age,id,length_min,title,uuid,violence_rating,violence_text
11,1256065,114,WarGames,2e58475e-d59b-411b-98a7-29b81f7a013d,2.0,Heightened suspense as missiles are nearly launched to set off a nuclear war. One character holds a gun to another man's head; a speeding car crashes through a gate. The young hero is taken into custody and narrowly escapes in time to save the day.
15,1252828,106,The Rocky Horror Picture Show,1eb2e715-6c72-41b2-9e01-47e007d55e8d,3.0,"Dead body in a glass table. Characters killed by lasers. Implication that a man was killed with a pickax. Comedic pratfall violence: male character kicked in the crotch, female character playfully whipped."
17,1259892,112,Step Brothers,0d04a67d-5dc9-49f4-b9ca-bb1a90b3d946,3.0,"Wrestling, scuffling, and tussling; a character knocks another character out; characters are hurled down stairs; a character strikes another in the head with a shovel; two adults fight a playground full of younger children. Children bully grown-up characters into licking dog droppings. Characters watch an action-packed movie."
13,1255386,108,Employee of the Month,9ba38909-73dc-4af1-bb76-4ca04fb263d2,2.0,"Slapstick violence. Characters run into a forklift, get caught in a cord and trip, fall off a counter, get hit with a locker door/mini-golf ball/tennis ball, collide while catching a baseball, and fall off an indoor porch swing."
6,2897386,90,Tooth Fairy 2,d684019f-90ee-4d06-b08e-c0f29dce2d39,1.0,A few comical pratfalls -- someone slips on nachos and falls to the floor; one contemptible character is hit by a golf ball and in a later scene falls onto a table. One suspenseful moment when it seems as though an unidentified but vicious dog may be chasing the film's hero.
8,2893721,102,The Missing Lynx,e64064c9-c6cd-4769-9359-77bc78695f35,3.0,"Cartoonish violence: Chase scenes, falling, punching. Early in the film, a hunter shoots and kills a rhinoceros at point-blank range with a rifle. Rifle shooting is prevalent throughout the film. A wolf and a hunter fight and throw each other around and claw at each other's faces."
8,2899041,70,Babysitters Beware,39336e9e-e008-44cd-91a7-352d43c4cfc5,2.0,"Lots of slapstick pratfalls in this one. A bully gets hit in the head with a baseball. To scare off a babysitter, Danny pretends that his hand is cut off. He shoots hot sauce at another babysitter who is ""crazy glued"" to a kitchen counter."
18,2893661,88,Silent House,878ff73e-305a-46cf-b1ce-039bb838491d,4.0,"Lots of blood in the movie's final third. A gun is drawn and shot. Though nothing is really spoken aloud, there are clues that some type of child pornography has taken place (or perhaps something even more sinister and/or violent). Other brief acts of beating and torture. Scary figures appear, and other nightmarish images are shown."
13,2901326,111,Salmon Fishing in the Yemen,743a9930-9e6a-4c2c-b0bc-0c1296c27ec0,2.0,"An assassin attempts to kill one of the characters with a gun; later, a dam is destroyed."
8,2910016,79,Scooby-Doo! Music of the Vampire,21f5ac7d-3524-4f43-9b87-0ca5d84df27d,3.0,"Paranormal characters may automatically frighten younger viewers unaccustomed to vampires. The first time viewers see the gang, they're fighting a huge cockroach monster that's very scary but turns out to be a man in costume. The vampire that comes to life screams and turns into a bat. A woman gets rich selling stakes, garlic, and other ways of killing vampires or keeping them at bay. In one scene, Fred nearly kills all his friends when stakes from a makeshift weapon start flying out. A swamp seems to swallow a man, but he doesn't die as imagined. Vampire-obsessed friends are willing to exchange Daphne's life for immortality."
14,2904011,91,A Thousand Words,c8f5e479-52a9-429f-852a-4b610a1b6426,1.0,"No overt violence, but lots of physical comedy, plus a moment in which Jack looks like he has died. Jack playfully slaps Aaron, and later Aaron tackles and pushes Jack to get him to be quiet."
13,2910041,93,Fierce Creatures,ef7ea3f7-9a78-4ad6-a820-8ab1c22a928a,2.0,"The audience and a horrified zoo staff are led to believe that five animals are shot by Rollo and then buried. One man is shot by accident and killed, and a number of characters (including a lemur) brandish guns either to falsely subdue animals or threaten others. Zoo staff fakes injuries from animals and Rollo tastes blood of one real injury to claim it's a fake. Plus an accidental stab wound in the leg."
8,2910111,88,Jeremy Fink and the Meaning of Life,800db3a9-fb12-41f0-a28b-f3a95d9fa4aa,1.0,Tweens bicker. The main character's father died before the story starts.
4,2914656,67,Care Bears: The Giving Festival Movie,40e71329-781f-4947-9596-5dbbfc61e4cc,2.0,"Lots of standard cartoon action and mild suspense; no injuries. The Care Bears are captured by a villainous, mustache-twirling little bear, hauled away from their home against their will; go on some scary amusement park rides (an out-of-control Ferris-wheel and a roller coaster); get trapped in a cave; and fight off a bear who controls the weather and subjects them to tumbling through raging wind and storms."
17,2913756,105,Seeking Justice,50e7c28b-b1b0-4ac8-959e-7a7874fffcb8,4.0,"A woman is raped, though the act is suggested more than shown; viewers see her afterward, in the hospital, covered in cuts and bruises. Later, she's kidnapped and held at gunpoint. Minor characters are killed, smashed by cars, and fall from heights. Guns are drawn, and characters are shot. Some blood is shown. Lots of chases, in cars and on foot; also fights and punching -- a teacher punches a large, tough-looking teen."
14,2914026,113,Dark Shadows,61efd940-744f-4485-9424-1ded864070d9,3.0,"The movie's mood is comic, so none of the violence has a heavy impact; but there are also no notable consequences for the killings -- and there are a lot of them, with lots of blood (which seems to have been deliberately colored to resemble the fake-looking TV blood of the 1960s). Most characters die off screen. The movie's climax includes a special effects-heavy supernatural fight between characters (including a stream of green vomit) but little brutality. In a flashback, parents ship a little girl off to an asylum because she sees ghosts; there are some potentially upsetting shots of her locked up in a cell and receiving electroshock treatment. Also some spooky ghosts and an explosion/fire."
17,2915401,83,"Jeff, Who Lives at Home",0a7e6561-13cc-4313-881c-195d2560bea5,1.0,"Characters shout at one another fairly frequently. Viewers see the results of a car accident on a bridge, and several characters nearly drown (though no one does)."
12,2925166,106,Men in Black III,32205470-122d-4a65-ab1d-a7c7ed20c075,3.0,"A relatively high body count, and most of the dead are aliens disguised as humans. One alien called ""Boris the Animal"" kills people by releasing deadly dart-like stingers at them. The MIB kill aliens with a space gun that disintegrates them. There's an extended face-to-face battle between Agents J, K, and their alien nemesis. Weapons include regular guns, high-tech space guns, and the monstrous alien creature with the stingers. Expect lots of alien guts and goo."
17,2932076,124,Prometheus,daf21835-621b-4b4d-ad40-09da7bc18bf9,4.0,"Gory monster violence, with blood and dead humans. In the most harrowing sequence, a woman finds that she has an alien fetus inside her, and she climbs into a medical chamber for emergency surgery. The bloody ""baby"" alien is removed from her via a very bloody C-section, and she's stitched back up again. In another sequence, characters are brutally attacked by an alien that eventually crawls inside one's body. Otherwise, an alien head explodes, an infected human is set on fire (alien bodies are also burned), a creature breaks a man's arm, and there's general fighting and chaos, including guns/shooting, and flamethrowers. Also, a little girl talks about death with her father. Aliens' bodies mutate and dissolve in a somewhat graphic fashion when they drink a particular substance."
14,2925126,127,Snow White and the Huntsman,eb8e5dda-b2ca-437a-9663-570fa89a248b,4.0,"This is a dark and violent story with a high body count. The queen kills scores of people and tortures others by literally sucking their youth out of them so she can magically remain young. She eats birds' hearts (the scene in which she plucks a bloody bird's heart out of its body is a particularly gruesome moment) and can kill in many different ways -- without ever spilling blood. There are battles between phantom armies and the king's army, and then Ravenna's army defeats the king's army and is said to have murdered everyone left in the castle. The queen's creepy brother admits that he has stared at Snow White and then basically attempts to rape her (he gets on top of her forcefully, but she injures him and escapes). Various groups of the Queen's army fight Snow White, the huntsman, and the duke with axes, swords, and arrows. The dark forest is full of frightening creatures that can poison or maim."
4,2939276,51,VeggieTales: Lord of the Beans,a4d3d6fc-36c5-4c55-a32c-b2411a74c07a,1.0,"A few comic tumbles: the six heroes slide down the a snowy mountain ending up together as a giant snowball, and later fall from a ledge without injury. ""Villains"" include a marching troop of dinner forks with glowing eyes, Scaryman (who isn't very scary), and a talking tree who is more silly than threatening. The musical score, which is recorded on a grand scale, includes some dark, suspenseful themes to accompany scenes of mild conflict."
4,2935351,70,Adventures in Lalaloopsy Land: Search for Pillow,146c4f49-1953-4cc9-a1a6-55e4f261c9c5,0.0,Not applicable
17,2942366,101,The Raid: Redemption,ed1af13d-c0bd-4768-ad22-be7dc532aef8,5.0,"Dozens of characters die in this movie, which is essentially one extended fight sequence. Characters are shot, stabbed, sliced, bashed, smashed, blown to bits, and dropped from heights -- sometimes in close-up. Weapons include machetes, axes, hammers, billy clubs, broken glass, knives, pistols, and automatic weapons. Viewers see squirting and spraying blood, and various bones are broken. There's also a scene of torture and violence against a boy of about 9."
